Item ID, ,Top Item,Description,URL,Campaign,Content Provider,Viewable Impressions,vCTR,Clicks,Actual CPC,vCPM,Conversion Rate,Conversion Rate (Clicks),Conversions,CPA,Spent,Item Value, 
205940601,#NAME?,Couple From ${City:CapitalizationType}$ Won Big By Using This Casino Bonus,,https://go.trksb.com/e3a2d463-90d2-4b5d-b158-f87e2f1d250b?taboolaclickid=%7Bclick_id%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&site=%7Bsite%7D&NA=NA&title=%7Btitle%7D&thumbnail=%7Bthumbnail%7D&platform=%7Bplatform%7D,Taboola - RM - United States - Caesars - Android - LP13_e3a2d463-90d2-4b5d-b158-f87e2f1d250b,Similar Bid - Real Money - SC,"5,382,428",0.21%,"11,366",$0.210,$0.43,3.73%,3.73%,424,$5.50,"$2,330.10",$0.22,
3012217128,#NAME?,The Worst Cars According To Mechanics,,https://www.moneywise.com/a/ch-c/cars-you-should-avoid-in-2020/,432988| Worst Cars Money,AdRizer - MoneyWise - SC,"1,124,888",0.90%,"10,113",$0.230,$2.07,0.00%,0.00%,0,$0.00,"$2,327.87",$0.38,
3008301416,#NAME?,Have An Old Cat? Top Vet Says To Do This,,https://www2.ultimatecathealth.com/cid/7013w000001vGGoAAM,6/17/21 - Cat Nutra Thrive - DESK - UPN WL 2.0 - BTEST,[GH] Cat NutraThrive - SC,"1,122,897",0.27%,"2,996",$0.780,$2.07,0.77%,0.77%,23,$101.16,"$2,326.57",$0.35,
3003330748,#NAME?,Pay $0 Interest Until 2023 With This Insane Credit Card,,https://www.fool.com/mms/mark/ta-cc-bt/?utm_site=theascent&utm_campaign=ta-cc-co-tab-btspl-cntxt-2-na-na&utm_medium=cpc&utm_source=tab,ta-cc-co-tab-btspl-cntxt-2-na-na,The Ascent - SC,"161,642",1.40%,"2,262",$1.030,$14.39,11.76%,11.23%,266,$8.75,"$2,326.38",$0.81,
3006016986,#NAME?,${region:capitalized}$ Brings No Cost Solar to These Zip Codes,,https://poppy.iduedkljdfkjadsfj544cwe3efgg.xyz/739e4d1e-153a-4507-b2cc-fff769f84ba7?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,1358 | Home Services | Solar | DT Non MSN Zip,Suited Connector - New Mortgage 1 - SC,"792,960",0.22%,"1,763",$1.320,$2.93,5.45%,5.45%,96,$24.21,"$2,323.73",$0.66,
3014367432,#NAME?,4 Billionaires’ Inflation Warning—Former Goldman Banker Urges 4 Steps,,https://investingoutlook.co/former-goldman-banker-says-americans-are-completely-unprepared-for-financial-lockdown/?cid=MKT554814&eid=MKT557488,MKT557488-REM Inflation - Former Goldman Banker - Taboola,Stansberry Research - SC,"588,356",0.46%,"2,685",$0.870,$3.95,0.37%,0.30%,10,$232.26,"$2,322.56",$0.88,
2999219531,#NAME?,"Wenn Spielautomaten-Spieler dies wüssten, würden sie nie aufhören zu spielen",,https://nqkds.voluumtrk.com/f0639cbf-1692-404f-ace3-8efe1a498f78,hof_ios_de_lp_2,Mobilitr - NSOF - HOF - SC,"1,415,106",0.64%,"8,999",$0.260,$1.64,2.96%,2.96%,266,$8.72,"$2,319.62",$0.12,
2987443171,#NAME?,20 Stunning Female Athletes,,https://betterbe.co/life/greatest-female-athletes/,BO_FemaleAthletes_TB_D_US_02806,BetterBe.co - T - US - SC,"1,554,193",0.98%,"15,271",$0.150,$1.49,37.31%,37.31%,"5,697",$0.41,"$2,316.26",$0.28,
2999683975,#NAME?,50 Celebrities With a Chronic Illness,,https://www.prevention.com/life/g20671508/celebrities-chronic-illness/?utm_source=taboola_arb&utm_medium=cpm&utm_campaign=arb_tb_pre_d_c_g20671508,2021 Prevention - Desktop,HearstMagsUS - Prevention - SC,"2,050,584",0.64%,"13,127",$0.180,$1.13,446.53%,446.53%,"58,616",$0.04,"$2,315.09",$0.29,
3012248052,#NAME?,FDA Approved Weight Loss Drugs May Be Sweeping The Nation,,https://linkwords.io/?utm_source=taboola&cn=tb-lan-weight-loss-meds-mb-gg-qk-ron&utm_campaign=%7Bcampaign_id%7D&imp=49005&pxid=None&om_bs=IiXtSibN_udT8ygNHV65CHQ7jBFnYt6n3OsGzHH0YTN6sj7zK_c4bfAAhfWFr0VpGKngpUjiTSje7hl6KjvheBPX4pLtA_bcbENm14aULJA0Nrxtp1MlsTVw5ezmEamtj12NOXS_Ek8y0IBJyA57kUn19oHttNittpCsKKQ&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick&compkey=,tb-lan-weight-loss-meds-mb-gg-qk-ron,health_4,"1,079,829",0.58%,"6,229",$0.370,$2.14,9.17%,9.15%,571,$4.05,"$2,314.75",$0.25,
3012966669,#NAME?,Book a free coding class for kids aged 6-18 yrs.,"Live online coding classes with Whitehat Jr. Book a free coding class for kids, aged 6-18 yrs.",https://voluumcode.whitehatjr.com/f3e4107f-7c01-4ead-8d90-aae54ab455bd?click_id=%7Bclick_id%7D&site=%7Bsite%7D&site_id=%7Bsite_id%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&title=%7Btitle%7D,Coding - India - Mobile - Predictive,WhiteHat Education - Coding - SC,"10,658,298",0.47%,"50,506",$0.050,$0.22,0.78%,0.26%,396,$5.84,"$2,314.35",$0.02,
2980759918,#NAME?,Apply for Singapore PR Now. Calculate your PR Chances.,,https://www.paulimmigrations.com.sg/calculate-pr-chances/,Image_SPR_Web_Broad_Mobile,Taboola Account - marketing@paulimmigrations.sg,"1,916,902",0.56%,"10,694",$0.220,$1.21,0.69%,0.63%,74,$31.22,"$2,310.25",$0.12,
3007949744,#NAME?,Here is What Full Mouth Dental Implants Should Cost You in 2021.,,https://search.jbdui.info/c/52PYXDQaRRDmLl1j?title=%7Btitle%7D&campaign=%7Bcampaign_id%7D&site=%7Bsite%7D&siteid=%7Bsite_id%7D&clickid=%7Bclick_id%7D&src=t,"ST2_Dental_US_L1_T049B_C97B,69,109,124_061621_WKD",Digittopia2 - Dental - SC,"1,465,833",0.60%,"8,787",$0.260,$1.57,25.13%,25.11%,"2,208",$1.05,"$2,308.49",$0.19,
3010331813,#NAME?,1 person's guaranteed to win this Wimbledon House,Enter for a chance to win the Omaze Million Pound House Draw supporting GOSH Charity,https://omaze.co.uk/pages/wimbledon,wimbledon - m - re,Zeev Goichman - Omaze - SC,"696,518",0.62%,"4,353",$0.530,$3.31,4.36%,1.77%,190,$12.15,"$2,308.10",$0.30,
3002881885,#NAME?,"Erst „50 Shades of Grey"", dann „365 Tage"" und JETZT „Die Millennium Wölfe""",,https://galateaapp.com/?p=678,"[the_millennium_wolves_german] iOS, Worldwide minus bad countries by Alican, Landing Page 678 (Millennium Wolves Focus)",Inkitt GmbH (Galatea) - SC,"1,129,081",0.94%,"10,573",$0.220,$2.04,3.02%,3.02%,319,$7.22,"$2,304.08",$0.11,
3007503420,#NAME?,Buick's New Lineup Is Truly Stunning,,https://searchtopics.net/index.php?rgid=128252,Buick_DT_CAN,Nimble 5 - SearchTopics.TB.JPowers.502 (Auto) - SC,"1,563,784",0.24%,"3,777",$0.610,$1.47,27.59%,27.56%,"1,042",$2.21,"$2,302.18",$0.24,
2992222999,#NAME?,"Plastic Surgeon Explains: “Doing This Every Morning Can Snap Back Sagging Skin"" (No Creams Needed)",,https://innerbeautysolution.co/8a48e919-ae2c-47eb-885c-005e63eb72f3,DR_US_DT_22_Windows,MYM Capital - MB Paul G - SC,"874,883",0.35%,"3,044",$0.760,$2.63,1.08%,1.08%,33,$69.76,"$2,302.11",$0.44,
2935517818,#NAME?,Find out how you can buy stocks without paying commission,Your capital is at risk. Other fees apply.,https://partners.etoro.com/aw.aspx?A=45729&Task=Click&SubAffiliateID=RM_UK_free_stocks_Taboola_AFFID_45729_&TargetURL=https://www.etoro.com/stocks/,UK_LF_Desk_Direct_Stocks_Freestocks_19-10-20,Etoro NEW - SC,"1,621,938",0.10%,"1,598",$1.440,$1.42,1.63%,0.06%,26,$88.43,"$2,299.22",$0.18,
3009140630,#NAME?,People Born 1951-1991 (With No Life Insurance) Should Claim This Benefit In July 2021,,http://clickster.io/api/visitors/57ac89e0a38746122f4af882/5f67b8a61385db0012eef9bb/incoming?adi=holding100s_nails&adh=ppl51-91benjul21&addet=holding100s_nails-ppl51-91benjul21&cadid=yofMCcECV0&appr=lo236_06202021,Life US - Mobile - LO236,Smash Media - Life Insurance - SC,"468,175",0.75%,"3,530",$0.650,$4.91,7.05%,7.05%,249,$9.23,"$2,297.56",$0.44,
2953177055,#NAME?,3 Steps To Tell A Slot is Close To Hitting The Jackpot,,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,cs_desktop_us_shahare,Mobilitr - NSOF - CS - SC,"932,620",0.71%,"6,591",$0.350,$2.46,4.79%,4.79%,316,$7.26,"$2,295.50",$0.36,
3012740607,#NAME?,¡Bitcoin rompió la barrera de los 30K! ¿Es hora de invertir en Bitcoin?,,https://partners.etoro.com/aw.aspx?A=45729&Task=Click&SubAffiliateID=Bitcoin_ESMA_Spain_Taboola_AFFID_45729_&TargetURL=https://go.etoro.com/es/dynamic?symbol=btc,ES_HF_Desk_LP_Crypto_Bitcoin_26-11-20,Etoro NEW - SC,"3,027,159",0.07%,"2,063",$1.110,$0.76,0.63%,0.10%,13,$176.41,"$2,293.38",$0.11,
2984004679,#NAME?,The buzz around Bitcoin: why 2021 may be the year to invest,,https://partners.etoro.com/aw.aspx?A=45729&Task=Click&SubAffiliateID=US_HF_Desk_Blogpost_Crypto_Bitcoin2021_18-03-21_Taboola_AFFID_45729&TargetURL=https://www.etoro.com/en-us/news-and-analysis/etoro-updates/the-buzz-around-bitcoin-why-2021-may-be-the-year-to-invest/,US_LF_Desk_Blogpost_Crypto_Bitcoin2021_29-03-21,Etoro NEW - SC,"607,631",0.12%,702,$3.260,$3.77,1.00%,0.14%,7,$327.29,"$2,291.04",$0.61,
2985120040,#NAME?,Suze Orman Saves Money on Every Dental Visit by Doing This,,https://www.dentalplans.com/lp-ppc/tbla-suze-saved,Q1 - Suze LP 1 - Desktop 2,Internet Brands - :DentalPlans - SC,"839,298",0.68%,"5,741",$0.400,$2.72,7.26%,7.25%,417,$5.48,"$2,286.94",$0.40,
3014001122,#NAME?,Woman Files For Divorce After Seeing This Photo - Can You See Why?,,https://www.misterstory.com/en/18372/,xbl-pt-ridiv-en-ca-d-n-n-hb-sb-18372,BM - PL - SC,"2,262,555",1.47%,"33,364",$0.070,$1.01,66.57%,64.91%,"22,209",$0.10,"$2,276.85",$0.18,
3014927844,#NAME?,Jada Pinkett Smith Revealed How She Really Felt After Her Son's Sudden Decision,,https://atlanticmirror.com/jada-pinkett-smith-son-saying-words-no-mom-wants,1411856|Atlantic-mirror|(V1) smartbid-even Jada Pinkett Smith Opened Up About Her Son Saying The Words No Mom Wants To Hear [US MOBILE],BMG Atlantic Mirror - US Mobile - SC,"564,088",2.82%,"15,935",$0.140,$4.04,0.66%,0.66%,105,$21.68,"$2,276.78",$0.40,
3005718999,#NAME?,Middle Class homeowners are using this mortgage program to help pay off their homes. Don’t wait.,"If you owe less than $356,362 on your home and haven't missed a mortgage payment in 6 months, use Congress's mortgage program for the middle class. Click Learn More to Calculate A New House Payment Today.",https://lmb.lowermybills.com/mortgagereliefprogramchk356_tb?sourceid=lmb-70368-168143-311451&moid=198627,LRE_Brandsafe_Lookalike_Desktop_1x1_06032021,Core Digital - LowerMyBills - SC,"720,243",0.10%,756,$3.010,$3.16,3.84%,1.72%,29,$78.50,"$2,276.57",$0.58,
3009745184,#NAME?,Parents are grabbing these free pocket money cards,Parents cant believe they can get free glow in the dark pocket money cards for children over 6,https://hyperjar.app.link/DkFccHEZAgb,HyperJar Midday,Taboola Account - luke@upugo.com,"1,333,031",0.54%,"7,203",$0.320,$1.71,0.00%,0.00%,0,$0.00,"$2,275.37",$0.18,
2984767551,#NAME?,Find Money Grants That Don't Require Any Repayment,,https://obtracker.com,obtracker.com_Money Grant_36291235_M_PRFM3_V5,Adv-Native_01,"747,358",1.06%,"7,934",$0.290,$3.04,18.31%,18.30%,"1,453",$1.56,"$2,271.21",$0.30,
3010016455,#NAME?,Top Heart Surgeon: This Simple Trick Helps Empty Your Bowels Every Morning,"Now, after years of research, Dr. Gundry has decided to release an informative video to the public — free and uninterrupted — showcasing exactly which foods you need to avoid.",https://www2.gutcleanseprotocol.com/cid/7013w000001vO0ZAAU,6/30/21 - Bio Complete 3 - MOB TAB - DESC - A/B - CartoonV2 - WL,[GH] Bio Complete 3 - SC,"662,750",0.81%,"5,400",$0.420,$3.43,0.30%,0.30%,16,$141.89,"$2,270.26",$0.46,
261540653,#NAME?,"${city:capitalized}$ Woman Was Playing on This Free Slot Machine App, When All Of A Sudden She Won Big",,https://scrothing-empling.com/6cabcf34-dd6a-4654-96db-2c21b659e12f,NeverLand Casino T1 Android,Mediabox LLC - Slotomania - SC,"377,803",1.28%,"4,843",$0.470,$6.00,9.52%,9.50%,461,$4.92,"$2,266.77",$0.60,
3011870293,#NAME?,7 Rebates Seniors Only Get If They Ask,,https://wearesavings.com/PVSmmJyt,W007-m | 016-US | S-LISTICLE | Smart | RON | WiFI only,Web It Do.o.o. - FLG-LATAM - SC,"917,894",1.04%,"9,542",$0.240,$2.47,1.00%,1.00%,95,$23.86,"$2,266.64",$0.37,
3016161625,#NAME?,"If You Have This Coin, You Can Retire",,http://maternityweek.com/a/experts-say-there-are-quarters-each-worth-thirty-five-thousand-dollars-heres-how-can-spot-them,441389| 35k Coin dt,AdRizer - PubOcean - MaternityWeek - SC,"767,779",2.04%,"15,696",$0.140,$2.95,0.06%,0.06%,10,$226.33,"$2,263.32",$0.51,
3010486907,#NAME?,More Americans May Be Picking VoIP Phones In 2021,,https://linkwords.io/?utm_source=taboola&cn=tb-lan-voip-tech-static-mb-gg-aj-ron&utm_campaign=%7Bcampaign_id%7D&imp=49019&pxid=None&om_bs=P5GkNbNdjlGr4vUTIQ0mTfbLMpx991ShdrkeFLSs0a7rGq8pW5-URJNWhMS_iQKYoCJX-f79wVmzMn3-6VQfKvo8ZCRTuQsWuiQRGS1a5UGdM0bkAoOLHy0IAUOM7OzqNRf4OK90xqLTjMQoMsBiHrQUN73tNaI_ymY&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick&compkey=,tb-lan-voip-tech-static-mb-gg-aj-ron,tech_1,"1,122,850",0.54%,"6,039",$0.380,$2.02,4.77%,4.77%,288,$7.86,"$2,262.65",$0.24,
3016746755,#NAME?,7 Reasons Why You Should Buy Glasses Online,"With 12 of years experience and over 4 million pairs of glasses sold, we  have changed the game when it comes to buying prescription eyewear,  and our secrets have been uncovered.",https://www.glassesusa.com/blog/7-reasons-to-buy-glasses-online?utm_source=taboola&utm_medium=synd&utm_campaign=7reasons-%7Bcampaign_id%7D&utm_content=%7Bsite%7D&utm_term=img7_des1_tit7,Taboola - NAQ - 7Reasons-Blog - inc_MSN - CampNum_4,Glasses USA - SC,"2,037,091",0.10%,"1,974",$1.140,$1.11,1.67%,1.67%,33,$68.42,"$2,257.74",$0.56,
2961513265,#NAME?,Little-Known Trick For Gutters,,https://www.mnbasd77.com/aff_c?offer_id=2024&aff_id=2471&url_id=6346&source=Bul&aff_sub=%7Bcampaign_id%7D_%7Bcampaign_name%7D&aff_sub2=%7Bsite%7D-%7Bsite_id%7D&aff_sub3=%7Bcampaign_item_id%7D,[Su]-2024_LF-#2021-Deskt+Mob-ESTzips-BL-LF-Visitors,Siren Group - Leaf Filter - SC,"227,892",1.29%,"2,951",$0.770,$9.91,1.36%,1.36%,40,$56.44,"$2,257.68",$1.09,
2904544654,#NAME?,${region:capitalized}$ Seniors On Medicare Are In For A Big Surprise,,https://orinks-prence.com/66fc897b-f84b-4d2c-b882-44a8c04e6462?utm_campaign=%7Bcampaign_id%7D&utm_site=%7Bsite%7D&utm_thumbnail=%7Bthumbnail%7D&utm_title=%7Btitle%7D&platform=%7Bplatform%7D&ang=ang1&angad=ad10&utm_creativeid=%7Bcampaign_item_id%7D&click_id=%7Bclick_id%7D,Medicare - MSN (Desktop) mr11,HB - Client #24 - Medicare,"305,312",1.38%,"4,227",$0.530,$7.38,3.48%,3.48%,147,$15.32,"$2,252.49",$1.01,
2982424057,#NAME?,"Plastic Surgeon ""Doing This Every Morning Will Improve Saggy Skin (No Creams Needed)""",,https://innerbeautysolution.co/ee7690f4-60ad-44d9-9de6-37fe00820ec1,DR_AU_MB_66_3,MYM Capital - MB Paul G - SC,"678,525",1.19%,"8,077",$0.280,$3.32,0.25%,0.25%,20,$112.62,"$2,252.41",$0.30,
2999023739,#NAME?,"NBA Star Steve Nash and Former Adidas Designer Collaborate to Create ""Supershoe"" for Men",Industry-leading design that will quickly work its way into your daily wardrobe. Clean look delivers high-quality details and performance.,https://wolfandshepherd.com/collections/hybrids/products/crossover-longwing,SteveNash_Mobile_Prospecting_Broad_Crossover1_Desc(taboola_prosp_stevem_broad_crossover1_desc),Wolf & Shepherd - SC,"1,563,654",0.49%,"7,587",$0.300,$1.44,0.07%,0.04%,5,$449.92,"$2,249.59",$0.23,
3012542154,#NAME?,What Does Your Net Worth Say About How You’ll Retire?,,https://www.fisherinvestments.com/en-us/campaigns/ynw/lh?country=US&PC=TABBS18E99&CC=W0GK&alleycode=LH,Top Audiences - Desktop Cloned 6.30.21,Fisher Investments - SC,"500,828",0.62%,"3,097",$0.730,$4.49,0.68%,0.68%,21,$107.11,"$2,249.22",$0.67,
3005432493,#NAME?,Invest in Bitcoin. CoinSwitch,"Looking for an instant cryptocurrency exchange to trade Bitcoin and altcoins, anonymously?",https://app.appsflyer.com/com.coinswitch.kuber,Coinswitch App Install Campaign - RON Campaign,Taboola Account - accounts@coinswitch.co,"18,632,954",0.30%,"56,414",$0.040,$0.12,1.02%,1.02%,576,$3.90,"$2,248.61",$0.02,
2986918034,#NAME?,"Plastic Surgeon Explains: “Doing This Every Morning Can Snap Back Sagging Skin"" (No Creams Needed)",,https://innerbeautysolution.co/8a48e919-ae2c-47eb-885c-005e63eb72f3,DR_US_MB_22_IOS,MYM Capital - MB Paul G - SC,"561,376",0.88%,"4,924",$0.460,$3.99,0.28%,0.28%,14,$160.14,"$2,241.99",$0.44,
3014331592,#NAME?,Now We Know The Real Reason Elizabeth I Wore White Makeup,,https://affluenttimes.com/elizabeth-i-white-makeup-impact,1407502|Affluent-times|(POP) smartbid-even The Dark Truth Behind Elizabeth I’s Iconic White Makeup [US MOBILE],BMG Affluent Times - US Mobile - SC,"370,104",2.74%,"10,152",$0.220,$6.06,1.05%,1.05%,107,$20.95,"$2,241.31",$0.54,
2980192653,#NAME?,${region:capitalized}$ lanza nueva práctica para carros usados con menos de 50 millas diarias,,https://lowcarbill.com/J4xd98h2,C001-m | 040-US | AUTO | Smart | RON | ALL devices | ES,Cyber Ideas Ltd - SC,"458,414",3.00%,"13,739",$0.160,$4.89,1.29%,1.29%,177,$12.66,"$2,240.11",$0.25,
3013488762,#NAME?,New Program May Pay Off Your Home If You Live In ${region:capitalized}$,"If you are a homeowners, you should read this. Thousands have already done this, and banks aren't happy! Do this now...",https://rpptrk.com/c63f0e8e-f1fc-41d6-8b37-66d1e58cf2f0?a=0&n=T&c=9083bdeb-ebd8-45dc-bbfa-a6693a25b38b&i=9083bdeb-ebd8-45dc-bbfa-a6693a25b38b,T_Refinance_LMB_SB_WL_V4_US_DESK,Adikoavertising - Refinance - SC,"491,714",0.31%,"1,503",$1.490,$4.55,1.53%,1.53%,23,$97.33,"$2,238.59",$0.77,
3013126540,#NAME?,14 US Maps That Sum Up The USA,,https://www.moneywise.com/a/ch-c/x-fascinating-maps-of-the-us,435920| US Maps,AdRizer - MoneyWise - SC,"2,871,262",0.72%,"20,760",$0.110,$0.78,0.00%,0.00%,0,$0.00,"$2,234.56",$0.35,
2961955343,#NAME?,A CEO Thinks This Tech Could Be 35 Amazons,"Five years from now, you’ll probably wish you’d bought this stock.",https://www.fool.com/mms/mark/advert-35-amazons?utm_source=taboola&utm_medium=contentmarketing&utm_campaign=ai-35amazons&aid=8976&paid=8976&waid=8976&source=esatabwdg0211322&psource=esatabwdg0211322&wsource=esatabwdg0211322,pn:ai-35amazons|pr:pros|tt:other|dt:desktop|c1:pwl|c2:upwork-chrisn|da:11.17.2020|sc:esatabwdg0211322,The Motley Fool - US - 4 - SC,"1,458,883",0.16%,"2,401",$0.930,$1.53,0.12%,0.12%,3,$744.84,"$2,234.52",$0.36,
3011756823,#NAME?,Here's What Cleaning Services In ${city:capitalized}$ Should Actually Cost,,https://tracking.mb-trk.com/?flux_fts=tzilxxtxzicqclpoaxxetzzoxpziixotzqollpcf2204,Taboola_CleaningServices_All_US_11314691N1_All_RON_TN,Perion (Client Connect) - CleaningServices - (Tonic) - SC,"877,966",0.90%,"7,917",$0.280,$2.54,28.75%,28.74%,"2,276",$0.98,"$2,234.19",$0.35,
2962317169,#NAME?,Top Ranked 'Best-Value' Online MBA Degree Programs in 2021,,http://click.clktraker.com/aff_c?offer_id=2910&aff_id=6706,ZjdNS MBA Ranked Dir US Mobile PC 6706_2910,Tapstone - Masters Degree - SC,"145,783",2.09%,"3,048",$0.730,$15.32,25.49%,25.49%,777,$2.87,"$2,233.26",$0.57,
3014200567,#NAME?,New Anti-Mosquito Device Is Taking ${region:capitalized}$ By Storm,Mosquitoes Were Eating Me Alive Until A Friend Showed Me This New Anti-Mosquito Light. Not A Single Bite Since I Turned It On!,https://tick.ponira.com/801940dc-4612-4280-b160-33240fd8a62b?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&campaign_name=%7Bcampaign_name%7D&utm_campaign=%7Bcampaign_name%7D&utm_medium=%7Bsite_id%7D&click_id=%7Bclick_id%7D,cola_SO00061@A1_colapamarket_bug_us_mobile_20210707_t1132_je_ios,Yidian Hudong Tech Co.ltd - 1 - SC,"628,206",0.56%,"3,498",$0.640,$3.55,1.26%,1.26%,44,$50.70,"$2,230.96",$0.35,
3011107249,#NAME?,"${city:capitalized}$: Unsichtbares Hörsystem, das sich jeder leisten kann!",,https://cdn.hoergeraete.hoeren-heute.ch/horizon_reveal/?utm_content=%7Bcampaign_item_id%7D&utm_publisher_ID=%7Bsite%7D&mkt_tool_id=91214d&utm_term=91214d,ch_de_hoe_display_taboola_ch_hh_horizon_reveal_acq_desktop_cw23_audibene-ch2-sc_ACT0000033663ACT,Audibene - CH - 2 - SC,"1,629,972",0.10%,"1,649",$1.350,$1.36,0.24%,0.24%,4,$556.21,"$2,224.85",$0.22,
2938202659,#NAME?,Thousands Are Switching To This New Cowboy Boot (Here’s Why),"Tecovas makes simple, timeless boots that are equally at home on the ranch, at the office, or at the bar. Thousands of customers have switched their shoes for Tecovas. Shop now and find out why.",https://www.tecovas.com/pages/7-reasons-why-people-are-buying-tecovas,[TAB] TOF - Desktop - Premium - 7RW - Smart Bid - 4-22 Relaunch,Tecovas - SC,"1,065,380",0.31%,"3,292",$0.670,$2.08,0.09%,0.09%,3,$739.92,"$2,219.75",$0.33,
3016471584,#NAME?,Siamese twins going viral after they shared this shocking news,,https://www.tips-and-tricks.co/various/years-after-these-siamese-twins-were-born-they-shared-shocking-news,Engels twins195 UK BA,WeBlog Media - SC,"918,068",5.55%,"50,945",$0.040,$2.42,51.64%,51.64%,"26,308",$0.08,"$2,218.55",$0.24,
3010843745,#NAME?,The Best Live Bands Ever Ranked In Order,,https://www.thedelite.com/the-top-live-bands-of-all-time/,429945| BANDS,AdRizer - Scripps - TheDelite - SC,"609,699",1.33%,"8,126",$0.270,$3.63,48.73%,48.73%,"3,960",$0.56,"$2,215.25",$0.47,
3013120901,#NAME?,These Boots Are Engineered For Your Whole Body,,https://ariat.com/work,TB_AI_BD_WK_NU_ML_MO_TR_99|Work_Top_Segments_Mobile_Q3,Ariat International - SC,"422,760",0.93%,"3,920",$0.560,$5.24,204.62%,204.62%,"8,021",$0.28,"$2,214.15",$0.52,
3010732307,#NAME?,New Partnership Will Help End Plastic Waste.,,https://www.plasticstoday.com/advanced-recycling/dow-partners-mura-technology-scale-game-changing-advanced-recycling-plastics,Summer Branding Campaign_3rd Party Data_All Platforms,HZDG - American Chemistry Council - SC,"99,386",3.82%,"3,798",$0.580,$22.23,0.26%,0.26%,10,$220.93,"$2,209.33",$0.69,
3013731398,#NAME?,"Experts Warn If You See This Bug In Your Yard, Do This Quickly",,https://petsdetective.com/brown-bug-yard-take-action,(RP-Z) Smartbid-If-You-See-Thi_GB_MOBILE_1396781,Absolute History - US - M - SC,"897,624",5.84%,"52,456",$0.040,$2.46,0.69%,0.69%,363,$6.08,"$2,208.78",$0.18,
3008207892,#NAME?,อื้อฉาว!หญิงวัย 58 มีใบหน้าเหมือนเด็ก นี่คือสิ่งที่เธอทำตอนกลางคืน,,https://bangkokcitynews.com/click.php?key=4jz010uc5uedw8jc4rsi&t1=%7Bsite%7D&t2=%7Bcampaign_item_id%7D&t3=%7Btimestamp%7D&t4=%7Bcampaign_id%7D&t5=%7Btitle%7D&t6=%7Bsite_id%7D&t7=%7Bsite_domain%7D&t8=%7Bclick_id%7D,wrinkles_new_ally,West Melody OU - Nutra - SC,"5,758,488",0.77%,"44,162",$0.050,$0.38,0.00%,0.00%,0,$0.00,"$2,205.63",$0.06,
2999884669,#NAME?,Up To $144/Month Added To SS Checks With Simple Medicare Tip,,https://www.clixtrk.com/c/74ddb314f613f8f3?ts_click_id=%7Bclick_id%7D&site=%7Bsite%7D&thumbnail=%7Bthumbnail%7D&title=%7Btitle%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&site_id=%7Bsite_id%7D&timestamp=%7Btimestamp%7D&platform=%7Bplatform%7D,Medicare - Mobile - Chrome,Better Content- Medicare - SC,"1,140,654",0.38%,"4,304",$0.510,$1.93,7.57%,7.57%,326,$6.76,"$2,205.13",$0.66,
3013805981,#NAME?,Signs of Hemophilia: Many May Wish They Caught Them Sooner,,http://helpful1001.com/tracking202/redirect/dl.php?t202id=71091&c1=%7Bclick_id%7D&t202kw=,Hemophilia3_USAllDevices_12-3SB,Live Oak - Hemophilia - SC,"524,236",1.63%,"8,537",$0.260,$4.20,31.64%,31.64%,"2,701",$0.82,"$2,203.67",$0.52,
2998734869,#NAME?,Female Athlete Fails You Can't Look Away From,,https://www.dailyfunny.com/water-cooler/warning-these-female-athlete-fails-are-so-awful-you-cant-look-away/,faf-d-us-c-0-0-210518-df-tb-sa1,DailyFunny.com - D - SC,"1,982,824",1.10%,"21,850",$0.100,$1.11,33.02%,33.02%,"7,215",$0.31,"$2,202.44",$0.23,
3007371345,#NAME?,Beautiful Girls Who Happen to Be Single in ${city:capitalized}$!,New website for Singles!  Chatting here is one rewarding experience!,https://placetochat.com/land/16/,TB_Placetochat_USA-TOP1_Mob_Acquisition_Reg_All,Gentenox Enterprises Limited - SC,"436,769",1.10%,"4,796",$0.460,$5.04,2.17%,2.17%,104,$21.15,"$2,200.00",$0.53,
